,,"ST-ST Cable Assemblies: ",
"132-8 ","6S01TMCTMC003MO ","3Mtr. SX MM 62.5um ST-ST OFNR ","$9.04 "
"132-8 ","6S01TMCTMC005MO ","5Mtr. SX MM 62.5um ST-ST OFNR ","$10.86 "
"132-8 ","6Z02TMCTMC001MO ","1Mtr. DX MM 62.5um ST-ST OFNR ","$15.40 "
"132-8 ","6Z02TMCTMC003MO ","3Mtr. DX MM 62.5um ST-ST OFNR ","$17.22 "
"132-8 ","6Z02TMCTMC005MO ","5Mtr. DX MM 62.5um ST-ST OFNR ","$19.04 "
"132-8 ","5S01TMCTMC001MO ","1Mtr. SX MM 50um ST-ST OFNR ","$8.13 "
"132-8 ","5S01TMCTMC003MO ","3Mtr. SX MM 50um ST-ST OFNR ","$9.04 "
"132-8 ","5S01TMCTMC005MO ","5Mtr. SX MM 50um ST-ST OFNR ","$10.86 "
"132-8 ","5Z02TMCTMC001MO ","1Mtr. DX MM 50um ST-ST OFNR ","$15.40 "
"132-8 ","5Z02TMCTMC003MO ","3Mtr. DX MM 50um ST-ST OFNR ","$17.22 "
"132-8 ","5Z02TMCTMC005MO ","5Mtr. DX MM 50um ST-ST OFNR ","$19.04 "
"132-8 ","9S01TUCTUC001MY ","1Mtr. SX SM 9um ST-ST OFNR ","$13.58 "
"132-8 ","9S01TUCTUC003MY ","3Mtr. SX SM 9um ST-ST OFNR ","$14.50 "
"132-8 ","9S01TUCTUC005MY ","5Mtr. SX SM 9um ST-ST OFNR ","$15.40 "
"132-8 ","9Z02TUCTUC001MY ","1Mtr. DX SM 9um ST-ST OFNR ","$26.31 "
"132-8 ","9Z02TUCTUC003MY ","3Mtr. DX SM 9um ST-ST OFNR ","$28.13 "
"132-8 ","9Z02TUCTUC005MY ","5Mtr. DX SM 9um ST-ST OFNR ","$29.94 "
,,"ST-SC Cable Assemblies: ",
"132-8 ","6S01CMCTMC001MO ","1Mtr. SX MM 62.5um SC-ST OFNR ","$9.04 "
"132-8 ","6S01CMCTMC003MO ","3Mtr. SX MM 62.5um SC-ST OFNR ","$10.86 "
"132-8 ","6S01CMCTMC005MO ","5Mtr. SX MM 62.5um SC-ST OFNR ","$11.77 "
"132-8 ","6Z02CMCTMC001MO ","1Mtr. DX MM 62.5um SC-ST OFNR ","$17.22 "
"132-8 ","6Z02CMCTMC003MO ","3Mtr. DX MM 62.5um SC-ST OFNR ","$19.04 "
"132-8 ","6Z02CMCTMC005MO ","5Mtr. DX MM 62.5um SC-ST OFNR ","$20.86 "
"132-8 ","5S01CMCTMC001MO ","1Mtr. SX MM 50um SC-ST OFNR ","$9.04 "
"132-8 ","5S01CMCTMC003MO ","3Mtr. SX MM 50um SC-ST OFNR ","$10.86 "
"132-8 ","5S01CMCTMC005MO ","5Mtr. SX MM 50um SC-ST OFNR ","$11.77 "
"132-8 ","5Z02CMCTMC001MO ","1Mtr. DX MM 50um SC-ST OFNR ","$17.22 "
"132-8 ","5Z02CMCTMC003MO ","3Mtr. DX MM 50um SC-ST OFNR ","$19.04 "
"132-8 ","5Z02CMCTMC005MO ","5Mtr. DX MM 50um SC-ST OFNR ","$20.86 "
"132-8 ","9S01CUCTUC001MY ","1Mtr. SX SM 9um SC-ST OFNR ","$14.50 "
"132-8 ","9S01CUCTUC003MY ","3Mtr. SX SM 9um SC-ST OFNR ","$15.40 "
"132-8 ","9S01CUCTUC005MY ","5Mtr. SX SM 9um SC-ST OFNR ","$16.31 "
"132-8 ","9Z02CUCTUC001MY ","1Mtr. DX SM 9um SC-ST OFNR ","$27.21 "
"132-8 ","9Z02CUCTUC003MY ","3Mtr. DX SM 9um SC-ST OFNR ","$29.04 "
"132-8 ","9Z02CUCTUC005MY ","5Mtr. DX SM 9um SC-ST OFNR ","$30.85 "
,,,
,,"SC-SC Cable Assemblies: ",
"132-8 ","6S01CMCCMC001MO ","1Mtr. SX MM 62.5um SC-SC OFNR ","$10.86 "
"132-8 ","6S01CMCCMC003MO ","3Mtr. SX MM 62.5um SC-SC OFNR ","$11.77 "
"132-8 ","6S01CMCCMC005MO ","5Mtr. SX MM 62.5um SC-SC OFNR ","$12.67 "
"132-8 ","6Z02CMCCMC001MO ","1Mtr. DX MM 62.5um SC-SC OFNR ","$21.76 "
"132-8 ","6Z02CMCCMC003MO ","3Mtr. DX MM 62.5um SC-SC OFNR ","$23.59 "
"132-8 ","6Z02CMCCMC005MO ","5Mtr. DX MM 62.5um SC-SC OFNR ","$25.40 "
"132-8 ","5S01CMCCMC001MO ","1Mtr. SX MM 50um SC-SC OFNR ","$10.86 "
"132-8 ","5S01CMCCMC003MO ","3Mtr. SX MM 50um SC-SC OFNR ","$11.77 "
"132-8 ","5S01CMCCMC005MO ","5Mtr. SX MM 50um SC-SC OFNR ","$12.67 "
"132-8 ","5Z02CMCCMC001MO ","1Mtr. DX MM 50um SC-SC OFNR ","$21.76 "
"132-8 ","5Z02CMCCMC003MO ","3Mtr. DX MM 50um SC-SC OFNR ","$23.59 "
"132-8 ","5Z02CMCCMC005MO ","5Mtr. DX MM 50um SC-SC OFNR ","$25.40 "
"132-8 ","9S01CUCCUC001MY ","1Mtr. SX SM 9um SC-SC OFNR ","$15.40 "
"132-8 ","9S01CUCCUC003MY ","3Mtr. SX SM 9um SC-SC OFNR ","$16.31 "
"132-8 ","9S01CUCCUC005MY ","5Mtr. SX SM 9um SC-SC OFNR ","$17.22 "
"132-8 ","9Z02CUCCUC001MY ","1Mtr. DX SM 9um SC-SC OFNR ","$30.85 "
"132-8 ","9Z02CUCCUC003MY ","3Mtr. DX SM 9um SC-SC OFNR ","$32.67 "
"132-8 ","9Z02CUCCUC005MY ","5Mtr. DX SM 9um SC-SC OFNR ","$34.49 "
,,,
,,"MTRJ-MTRJ Cable Assemblies: ",
"132-8 ","6R02IMPIMP001MO ","1Mtr. DX ROUND MM 62.5um MTRJ-MTRJ OFNR ","$25.40 "
"132-8 ","6R02IMPIMP003MO ","3Mtr. DX ROUND MM 62.5um MTRJ-MTRJ OFNR ","$27.21 "
"132-8 ","6R02IMPIMP005MO ","5Mtr. DX ROUND MM 62.5um MTRJ-MTRJ OFNR ","$29.04 "
,,"MTRJ-SC Cable Assemblies: ",
"132-8 ","6R02IMPCMC001MO ","1Mtr. DX ROUND MM 62.5um MTRJ-SC OFNR ","$25.40 "
"132-8 ","6R02IMPCMC003MO ","3Mtr. DX ROUND MM 62.5um MTRJ-SC OFNR ","$27.21 "
"132-8 ","6R02IMPCMC005MO ","5Mtr. DX ROUND MM 62.5um MTRJ-SC OFNR ","$29.04 "
,,,
,,"MTRJ-ST Cable Assemblies: ",
"132-8 ","6R02IMPTMC001MO ","1Mtr. DX ROUND MM 62.5um MTRJ-ST OFNR ","$19.95 "
"132-8 ","6R02IMPTMC003MO ","3Mtr. DX ROUND MM 62.5um MTRJ-ST OFNR ","$21.76 "
"132-8 ","6R02IMPTMC005MO ","5Mtr. DX ROUND MM 62.5um MTRJ-ST OFNR ","$23.59 "
,,,
,,"LC-LC Cable Assemblies: ",
"132-8 ","6A01QMCQMC001MO ","1Mtr. SX MM 62.5um LC-LC OFNR ","$12.67 "
"132-8 ","6A01QMCQMC003MO ","3Mtr. SX MM 62.5um LC-LC OFNR ","$13.58 "
"132-8 ","6A01QMCQMC005MO ","5Mtr. SX MM 62.5um LC-LC OFNR ","$14.50 "
"132-8 ","6F02QMCQMC001MO ","1Mtr. DX MM 62.5um LC-LC OFNR ","$24.49 "
"132-8 ","6F02QMCQMC003MO ","3Mtr. DX MM 62.5um LC-LC OFNR ","$26.31 "
"132-8 ","6F02QMCQMC005MO ","5Mtr. DX MM 62.5um LC-LC OFNR ","$28.13 "
"132-8 ","9A01QUCQUC001MY ","1Mtr. SX SM 9um LC-LC OFNR ","$17.22 "
"132-8 ","9A01QUCQUC003MY ","3Mtr. SX SM 9um LC-LC OFNR ","$18.12 "
"132-8 ","9A01QUCQUC003MY ","5Mtr. SX SM 9um LC-LC OFNR ","$19.04 "
"132-8 ","9F02QUCQUC001MY ","1Mtr. DX SM 9um LC-LC OFNR ","$33.58 "
"132-8 ","9F02QUCQUC003MY ","3Mtr. DX SM 9um LC-LC OFNR ","$35.39 "
"132-8 ","9F02QUCQUC005MY ","5Mtr. DX SM 9um LC-LC OFNR ","$36.30 "
,,,
,,"LC-SC Cable Assemblies: ",
"132-8 ","6A01QMCCMC001MO ","1Mtr. SX MM 62.5um LC-SC OFNR ","$12.68 "
"132-8 ","6A01QMCCMC003MO ","3Mtr. SX MM 62.5um LC-SC OFNR ","$13.58 "
"132-8 ","6A01QMCCMC005MO ","5Mtr. SX MM 62.5um LC-SC OFNR ","$14.50 "
"132-8 ","6F02QMCCMC001MO ","1Mtr. DX MM 62.5um LC-SC OFNR ","$24.49 "
"132-8 ","6F02QMCCMC003MO ","3Mtr. DX MM 62.5um LC-SC OFNR ","$26.31 "
"132-8 ","6F02QMCCMC005MO ","5Mtr. DX MM 62.5um LC-SC OFNR ","$28.13 "
,,,
,,,
,,"LC-ST Cable Assemblies: ",
"132-8 ","6A01QMCTMC001MO ","1Mtr. SX MM 62.5um LC-ST OFNR ","$9.95 "
"132-8 ","6A01QMCTMC003MO ","3Mtr. SX MM 62.5um LC-ST OFNR ","$10.86 "
"132-8 ","6A01QMCTMC005MO ","5Mtr. SX MM 62.5um LC-ST OFNR ","$11.77 "
"132-8 ","6F02QMCTMC001MO ","1Mtr. DX MM 62.5um LC-ST OFNR ","$19.04 "
"132-8 ","6F02QMCTMC003MO ","3Mtr. DX MM 62.5um LC-ST OFNR ","$20.86 "
"132-8 ","6F02QMCTMC005MO ","5Mtr. DX MM 62.5um LC-ST OFNR ","$22.67 "
,,,
,,"Connectors & Mating Sleeves ",
,,"ST Connectors: ",
"132-8 ","76-0001V ","Connector, ST MM Black 3MM ","$2.10 "
"132-8 ","76-0091V ","Connector, ST MM Black 900um ","$2.10 "
"132-8 ","76-5001V ","Connector, ST SM 126um 3MM ","$3.89 "
"132-8 ","76-0591V ","Connector, ST SM 126um 900um ","$3.89 "
"132-8 ",,,
,,"SC Connectors: ",
"132-8 ","76-0002V ","Connector, SC MM Black 3MM ","$3.28 "
"132-8 ","76-0092V ","Connector, SC MM Black 900um ","$3.28 "
"132-8 ","76-5002V ","Connector, SC SM Blue 3MM ","$4.80 "
"132-8 ","76-5092V ","Connector, SC SM White 900um ","$4.80 "
,,,
"132-8 ",,"ST Adapters: ",
"132-8 ","76-0A01V ","Adapter, ST MM Phos. Bronze Sleeve ","$1.68 "
"132-8 ","76-5A01V ","Adapter, ST SM Zirconia Sleeve ","$3.02 "
"132-8 ","76-0A02V ","Adapter, SC MM Phos. Bronze Sleeve ","$2.55 "
"132-8 ","76-5A08V ","Adapter, SC SM Zirconia Sleeve ","$3.24 "
"132-8 ","76-0A05V ","Adapter, SC MM Duplex ","$3.42 "
"132-8 ","76-5A05V ","Adapter, SC SM Zirconia Sleeve Duplex ","$4.76 "
,,,
,,"Fiber Distribution ",
,,"Adapter Panels Empty: ",
"132-8 ","C10417 ","ST/FC ","$5.05 "
"132-8 ","C10419 ","SC 6 Simplex ","$5.05 "
"132-8 ","C10793 ","SC 3 Duplex ","$5.05 "
"132-8 ","C10823 ","SC 6 Duplex ","$5.05 "
"132-8 ","C10420 ","Blank Insert ","$5.05 "
,,,
,,"Adapter Panels Loaded MM/SM: ",
"132-8 ","C10417LM6 ","ST 6 Simplex ","$14.42 "
"132-8 ","C10418LM6 ","FC 6 Simplex ","$24.02 "
"132-8 ","C10419LM6 ","SC 6 Simplex ","$16.82 "
"132-8 ","C10793LM6 ","SC 3 Duplex ","$16.82 "
"132-8 ","C10823LM6 ","SC 6 Duplex ","$16.82 "
,,,
,,"Adapter Panels Loaded SM: ",
"132-8 ","C10417LS6 ","ST 6 Simplex ","$21.62 "
"132-8 ","C10418LS6 ","FC 6 Simplex ","$26.43 "
"132-8 ","C10419LS6 ","SC 6 Simplex ","$24.02 "
"132-8 ","C10793LS6 ","SC 3 Duplex ","$21.62 "
"132-8 ","C10823LS6 ","SC 6 Duplex ","$33.63 "
,,,
,,"Splice Trays: ",
"132-8 ","OST-101-F ","12 Fiber Capacity ","$22.10 "
"132-8 ","OST-103-F ","12 or 18 Fiber Capacity ","$22.10 "
"132-8 ","OST-102-F ","12, 18, or 24 Fiber Capacity ","$22.10 "
,,,
,,"Wall Mount Termination: ",
"132-8 ","FIU-12 ","12 Fiber Capacity ","$48.05 "
"132-8 ","FCL-12/24 ","12/24 Fiber Capacity ","$120.11 "
"132-8 ","FCL-48/72 ","48/72 Fiber Capacity ","$168.16 "
,,,
,,"Rack Mount Termination: ",
"132-8 ","FTS-525-TM ","72 Fiber Capacity ","$168.16 "
"132-8 ","FTS-700-TM ","72 Fiber Capacity ","$207.56 "
"132-8 ","FTS-105-TM ","144 Fiber Capacity ","$242.15 "
,,,
,,"Rack Mount Splice/Termination: ",
"132-8 ","FTS-175-S/TM ","18 Fiber Capacity ","$110.50 "
"132-8 ","FTS-350-S/TM ","36 Fiber Capacity ","$124.92 "
"132-8 ","FTS-700-S/TM ","72 Fiber Capacity ","$246.95 "
,,,
,,"Rack Mount Splice Only: ",
"132-8 ","FTS-525-S ","72 Fiber Capacity ","$218.12 "
"132-8 ","FTS-105-S ","144 Fiber Capacity ","$236.38 "
,,,
,,"Outside Plant Enclosures: ",
"132-8 ","LDSO-00-01 ","60 Fiber Capacity ","$249.84 "
"132-8 ","FJE-101-BE ","24 Fiber Capacity ","$225.81 "
,,,
,,"Tools & Accessories ",
"132-8 ","160-2101-IDL ","Stripper Cable Buffer 3MM/900um ","$34.60 "
"132-8 ","165-0018-CLS ","Scribe Pen Fixed Carbide ","$27.87 "
"132-8 ","161-0007-VEC ","Crimp Large Frame ","$33.58 "
"132-8 ","161-0016-VEC ","Crimp Die Universal ","$14.37 "
"132-8 ","162-0004-CEN ","Polish Tool Universal 2.5MM ","$43.24 "
"132-8 ","212-0004-LOC ","Loctite Adhesive 10ml ","$19.17 "
"132-8 ","212-0001-LOC ","Loctite Primer 1.75oz ","$14.37 "
"132-8 ","214-0002-MMM ","Lapping Film 12um 8x11 ","$0.77 "
"132-8 ","214-0004-MMM ","Lapping Film 1um 8x11 ","$0.77 "
"132-8 ","240061X ","Alcohol 99% Isopropyl 4oz ","$3.37 "
"132-8 ","211-0004-OFI ","Kim Wipes Lint Free Box ","$2.17 "
"132-8 ","213-0013-OFI ","Applicator Needle Tip ","$0.22 "
"132-8 ","193-0011-NOY ","Inspection Scope 200x ","$383.40 "
"132-8 ","193-0002-WES ","Inspection Scope 400x ","$235.42 "
"132-8 ","190-0057-NOY ","SMLP 5-5 MM/SM Tester ","$2,877.90 "
"132-8 ","191-0013-NOY ","VFI-3 Hilite ","$268.10 "
"132-8 ","191-0014-NOY ","VFI-2 ","$364.18 "
"132-8 ","191-0030-NOY ","Mini OTDR MM/SM ","$14,312.66 "
"132-8 ","180-0002-AFL ","FSM40S Fusion Splicer ","$24,022.58 "
"132-8 ","180-0004-AFL ","S-176K Fusion Splicer ","$22,100.77 "
"132-8 ","181-0002-NEP ","60MM Fusion Splice Sleeve ","$21.14 "
"132-8 ","165-0020-FUR ","Beaver Tail Cleave ","$196.99 "
"132-8 ","165-0004-FUR ","S-324 Cleave ","$1,008.95 "
"132-8 ","165-0025-FUR ","S-323 Cleave w/Bucket ","$1,201.13 "
,,,
,,"Termination Kits ",
"132-8 ","20-0005X ","OFI Universal Termination Kit - Designed for both anaerobic epoxy and heat cure epoxy type terminations.  This universal kit is robust enough to be utilized on most common epoxy-type connectors. ","$548.62 "
"132-8 ","74-C002V ","LightPath Economy Kit - This outstanding kit utilizes the anaerobic connectorization method for fast, efficient field termination. This kit also boasts a revolutionary new case design featuring high-density storage and lightweight durability for field use","$437.77 "
